return_id,order_id,reason,return_date
R0765,O25927,size,2024-10-05
R0766,O25949,size,2024-05-25
R0767,O25950,does_not_match_description,2024-06-29
R0768,O25967,size,2024-10-01
R0769,O26038,size,2024-01-21
R0770,O26083,size,2024-07-09
R0771,O26134,size,2024-09-09
R0772,O26144,size,2024-10-26
R0773,O26152,quality,2024-09-04
R0774,O26193,quality,2024-06-16
R0775,O26201,changed_mind,2024-02-04
R0776,O26225,changed_mind,2024-07-04
R0777,O26268,changed_mind,2024-07-14
R0778,O26270,size,2024-03-09
R0779,O26291,size,2024-07-12
R0780,O26323,quality,2024-05-06
R0781,O26327,does_not_match_description,2024-11-01
R0782,O26349,size,2024-03-21
R0783,O26350,does_not_match_description,2024-04-18
R0784,O26376,size,2024-01-07
R0785,O26382,size,2024-01-25
R0786,O26423,does_not_match_description,2024-10-12
R0787,O26441,does_not_match_description,2024-09-09
R0788,O26459,quality,2024-05-22
R0789,O26464,does_not_match_description,2024-01-18
R0790,O26505,changed_mind,2024-03-17
R0791,O26541,size,2024-06-19
R0792,O26583,size,2024-11-01
R0793,O26585,does_not_match_description,2024-08-08
R0794,O26592,quality,2024-04-03
R0795,O26595,quality,2024-10-05
R0796,O26642,size,2024-06-20
R0797,O26693,quality,2024-09-10
R0798,O26722,quality,2024-05-26
R0799,O26752,size,2024-02-22
R0800,O26759,does_not_match_description,2024-02-12
R0801,O26764,size,2024-02-27
R0802,O26784,quality,2024-05-09
R0803,O26824,changed_mind,2024-06-14
R0804,O26871,size,2024-05-11
R0805,O26911,quality,2024-09-12
R0806,O26915,size,2024-10-02
R0807,O26968,size,2024-09-19
R0808,O26970,size,2024-07-04
R0809,O26994,changed_mind,2024-10-05
R0810,O26997,size,2024-05-17
R0811,O27031,size,2024-01-15
R0812,O27063,changed_mind,2024-04-03
R0813,O27070,size,2024-02-14
R0814,O27087,size,2024-07-14
R0815,O27091,size,2024-03-04
R0816,O27107,size,2024-09-25
R0817,O27129,size,2024-09-14
R0818,O27130,quality,2024-07-18
R0819,O27144,size,2024-05-30
R0820,O27157,size,2024-09-25
R0821,O27168,size,2024-01-22
R0822,O27197,size,2024-07-23
R0823,O27243,size,2024-07-31
R0824,O27272,changed_mind,2024-08-25
R0825,O27296,size,2024-06-21
R0826,O27298,size,2024-06-13
R0827,O27302,size,2024-01-15
R0828,O27312,changed_mind,2024-05-29
R0829,O27338,size,2024-07-29
R0830,O27375,size,2024-04-17
R0831,O27396,size,2024-05-15
R0832,O27405,changed_mind,2024-08-15
R0833,O27416,quality,2024-10-19
R0834,O27442,size,2024-03-27
R0835,O27461,does_not_match_description,2024-05-24
R0836,O27464,size,2024-01-23
R0837,O27468,does_not_match_description,2024-08-01
R0838,O27483,size,2024-07-10
R0839,O27487,size,2024-06-12
R0840,O27509,does_not_match_description,2024-06-07
R0841,O27586,size,2024-08-31
R0842,O27696,size,2024-05-22
R0843,O27706,size,2024-02-20
R0844,O27728,size,2024-01-26
R0845,O27761,quality,2024-07-07
R0846,O27781,does_not_match_description,2024-08-01
R0847,O27789,quality,2024-08-06
R0848,O27802,changed_mind,2024-08-21
R0849,O27825,quality,2024-10-14
R0850,O27827,does_not_match_description,2024-03-28
R0851,O27872,size,2024-09-17
R0852,O27884,does_not_match_description,2024-01-24
R0853,O27885,quality,2024-04-23
R0854,O27888,quality,2024-05-27
R0855,O27895,does_not_match_description,2024-08-28
R0856,O27898,quality,2024-08-27
R0857,O27980,size,2024-09-24
R0858,O27997,quality,2024-06-06
R0859,O28007,size,2024-03-12
R0860,O28020,size,2024-09-13
R0861,O28023,quality,2024-08-05
R0862,O28026,size,2024-06-02
R0863,O28045,size,2024-01-21
R0864,O28049,size,2024-03-19
R0865,O28084,quality,2024-02-17
R0866,O28100,quality,2024-10-19
R0867,O28134,does_not_match_description,2024-04-14
R0868,O28161,size,2024-08-02
R0869,O28194,size,2024-02-18
R0870,O28215,size,2024-09-04
R0871,O28220,quality,2024-08-23
R0872,O28221,size,2024-08-10
R0873,O28252,size,2024-10-23
R0874,O28259,size,2024-05-26
R0875,O28269,quality,2024-04-16
R0876,O28270,size,2024-04-28
R0877,O28275,does_not_match_description,2024-03-16
R0878,O28276,size,2024-04-06
R0879,O28283,size,2024-04-17
R0880,O28322,does_not_match_description,2024-02-14
R0881,O28333,size,2024-08-21
R0882,O28340,quality,2024-04-19
R0883,O28341,does_not_match_description,2024-02-20
R0884,O28352,size,2024-07-22
R0885,O28360,quality,2024-09-07
R0886,O28451,changed_mind,2024-10-10
R0887,O28459,size,2024-02-23
R0888,O28467,size,2024-07-14
R0889,O28600,size,2024-02-12
R0890,O28615,changed_mind,2024-11-02
R0891,O28660,does_not_match_description,2024-04-03
R0892,O28662,size,2024-06-25
R0893,O28681,does_not_match_description,2024-07-15
R0894,O28768,size,2024-03-08
R0895,O28793,does_not_match_description,2024-02-29
R0896,O28806,size,2024-07-05
R0897,O28824,does_not_match_description,2024-04-01
R0898,O28830,size,2024-09-21
R0899,O28837,size,2024-02-10
R0900,O28872,size,2024-03-26
R0901,O28908,does_not_match_description,2024-09-13
R0902,O28922,does_not_match_description,2024-10-18
R0903,O28928,quality,2024-08-06
R0904,O28947,does_not_match_description,2024-06-03
R0905,O28948,quality,2024-08-20
R0906,O28959,size,2024-09-04
R0907,O28964,quality,2024-08-10
R0908,O28972,size,2024-11-04
R0909,O28977,does_not_match_description,2024-04-16
R0910,O28979,size,2024-04-11
R0911,O28982,size,2024-04-30
R0912,O28986,size,2024-04-17
R0913,O29039,does_not_match_description,2024-04-07
R0914,O29065,changed_mind,2024-07-24
R0915,O29069,size,2024-02-11
R0916,O29102,size,2024-08-27
R0917,O29128,size,2024-07-01
R0918,O29138,size,2024-05-06
R0919,O29174,size,2024-09-20
R0920,O29241,does_not_match_description,2024-03-04
R0921,O29244,quality,2024-02-20
R0922,O29247,size,2024-09-26
R0923,O29261,quality,2024-08-13
R0924,O29264,size,2024-05-05
R0925,O29266,size,2024-05-12
R0926,O29286,quality,2024-07-27
R0927,O29288,does_not_match_description,2024-10-02
R0928,O29308,quality,2024-01-16
R0929,O29324,size,2024-01-30
R0930,O29331,size,2024-02-19
R0931,O29346,quality,2024-10-12
R0932,O29347,size,2024-10-25
R0933,O29350,does_not_match_description,2024-07-05
R0934,O29357,size,2024-08-13
R0935,O29377,quality,2024-07-03
R0936,O29408,does_not_match_description,2024-08-14
R0937,O29446,size,2024-10-19
R0938,O29452,quality,2024-11-04
R0939,O29488,size,2024-10-07
R0940,O29493,size,2024-05-05
R0941,O29523,does_not_match_description,2024-06-05
R0942,O29544,size,2024-09-12
R0943,O29554,quality,2024-06-29
R0944,O29640,size,2024-09-26
R0945,O29649,size,2024-10-04
R0946,O29693,size,2024-07-26
R0947,O29698,quality,2024-10-13
R0948,O29727,size,2024-07-06
R0949,O29738,quality,2024-06-21
R0950,O29790,quality,2024-06-08
R0951,O29842,size,2024-04-04
R0952,O29860,does_not_match_description,2024-08-14
R0953,O29866,quality,2024-07-11
R0954,O29959,quality,2024-05-12
R0955,O29970,quality,2024-06-05
R0956,O30010,does_not_match_description,2024-10-06
R0957,O30026,size,2024-07-13
R0958,O30053,size,2024-05-21
R0959,O30055,size,2024-10-08
R0960,O30058,size,2024-07-14
R0961,O30089,size,2024-02-06
R0962,O30099,size,2024-06-15
R0963,O30114,size,2024-01-23
R0964,O30118,quality,2024-05-20
R0965,O30119,quality,2024-02-06
R0966,O30137,size,2024-07-28
R0967,O30155,size,2024-07-11
R0968,O30189,size,2024-05-28
R0969,O30202,size,2024-10-06
R0970,O30235,does_not_match_description,2024-08-12
R0971,O30243,does_not_match_description,2024-10-14
R0972,O30247,size,2024-02-19
R0973,O30250,size,2024-05-31
R0974,O30254,size,2024-05-14
R0975,O30292,quality,2024-01-07
R0976,O30305,size,2024-07-05
R0977,O30355,quality,2024-04-11
R0978,O30375,does_not_match_description,2024-03-29
R0979,O30405,size,2024-10-15
R0980,O30413,size,2024-04-17
R0981,O30424,size,2024-09-16
R0982,O30530,does_not_match_description,2024-07-20
R0983,O30538,does_not_match_description,2024-09-05
R0984,O30596,size,2024-04-06
R0985,O30675,quality,2024-06-13
R0986,O30688,size,2024-05-28
R0987,O30696,size,2024-05-30
R0988,O30704,size,2024-09-30
R0989,O30772,size,2024-05-06
R0990,O30798,does_not_match_description,2024-08-27
R0991,O30801,quality,2024-03-25
R0992,O30863,does_not_match_description,2024-04-22
R0993,O30897,size,2024-06-06
R0994,O30942,size,2024-07-20
R0995,O30949,size,2024-06-29
R0996,O30955,size,2024-08-13
R0997,O30957,size,2024-08-04
R0998,O31026,size,2024-01-06
R0999,O31029,quality,2024-07-16
R1000,O31050,does_not_match_description,2024-07-11
R1001,O31058,does_not_match_description,2024-10-17
R1002,O31086,quality,2024-03-08
R1003,O31095,size,2024-09-30
R1004,O31097,size,2024-07-31
R1005,O31108,quality,2024-03-03
R1006,O31111,quality,2024-10-31
R1007,O31138,quality,2024-09-18
R1008,O31182,size,2024-11-01
R1009,O31188,size,2024-09-07
R1010,O31189,size,2024-07-11
R1011,O31199,changed_mind,2024-04-26
R1012,O31201,size,2024-08-15
R1013,O31212,size,2024-01-15
R1014,O31220,size,2024-04-18
R1015,O31255,does_not_match_description,2024-09-13
R1016,O31256,size,2024-01-28
R1017,O31269,size,2024-04-14
R1018,O31273,quality,2024-10-11
R1019,O31294,size,2024-04-24
R1020,O31327,size,2024-05-08
R1021,O31335,size,2024-08-17
R1022,O31360,does_not_match_description,2024-06-06
R1023,O31388,size,2024-02-13
R1024,O31400,quality,2024-03-12
R1025,O31419,size,2024-08-09
R1026,O31455,size,2024-06-22
R1027,O31458,quality,2024-07-18
R1028,O31462,size,2024-09-09
R1029,O31496,does_not_match_description,2024-06-14
R1030,O31538,quality,2024-05-23
R1031,O31586,quality,2024-07-27
R1032,O31587,size,2024-04-03
R1033,O31595,quality,2024-02-07
R1034,O31610,quality,2024-09-02
R1035,O31613,quality,2024-02-13
R1036,O31656,quality,2024-05-13
R1037,O31664,changed_mind,2024-01-07
R1038,O31666,size,2024-10-16
R1039,O31675,quality,2024-03-22
R1040,O31690,quality,2024-08-09
R1041,O31707,size,2024-02-18
R1042,O31713,size,2024-06-29
R1043,O31722,size,2024-05-29
R1044,O31749,size,2024-01-27
R1045,O31771,size,2024-11-03
R1046,O31794,size,2024-03-31
R1047,O31796,size,2024-09-26
R1048,O31802,size,2024-04-10
R1049,O31808,size,2024-03-11
R1050,O31821,size,2024-10-10
R1051,O31836,size,2024-07-10
R1052,O31844,does_not_match_description,2024-04-24
R1053,O31905,size,2024-07-08
R1054,O31914,size,2024-04-04
R1055,O32029,size,2024-06-08
R1056,O32031,size,2024-01-25
R1057,O32069,size,2024-07-08
R1058,O32075,size,2024-06-13
R1059,O32099,changed_mind,2024-04-28
R1060,O32102,size,2024-09-29
R1061,O32176,changed_mind,2024-06-28
R1062,O32192,size,2024-09-10
R1063,O32201,size,2024-07-13
R1064,O32232,quality,2024-02-19
R1065,O32246,quality,2024-03-17
R1066,O32255,size,2024-05-06
R1067,O32259,quality,2024-05-24
R1068,O32271,quality,2024-07-12
R1069,O32274,size,2024-08-15
R1070,O32292,size,2024-06-12
R1071,O32303,quality,2024-08-11
R1072,O32335,quality,2024-10-07
R1073,O32344,size,2024-07-12
R1074,O32350,size,2024-08-07
R1075,O32426,size,2024-07-08
R1076,O32462,does_not_match_description,2024-02-10
R1077,O32474,size,2024-09-07
R1078,O32510,does_not_match_description,2024-04-20
R1079,O32615,size,2024-05-05
R1080,O32619,does_not_match_description,2024-06-30
R1081,O32668,size,2024-10-12
R1082,O32677,does_not_match_description,2024-04-17
R1083,O32718,quality,2024-03-21
R1084,O32728,quality,2024-09-15
R1085,O32743,size,2024-05-06
R1086,O32762,size,2024-06-04
R1087,O32765,quality,2024-10-06
R1088,O32789,quality,2024-08-16
R1089,O32790,does_not_match_description,2024-05-20
R1090,O32795,quality,2024-03-24
R1091,O32798,size,2024-04-25
R1092,O32840,size,2024-10-03
R1093,O32898,size,2024-08-14
R1094,O32921,size,2024-06-28
R1095,O32929,size,2024-04-17
R1096,O32952,size,2024-07-03
R1097,O32971,size,2024-03-03
R1098,O32981,size,2024-09-24
R1099,O32991,changed_mind,2024-01-25
R1100,O33019,size,2024-02-23
R1101,O33027,size,2024-07-04
R1102,O33060,size,2024-01-12
R1103,O33070,size,2024-10-21
R1104,O33084,size,2024-07-05
R1105,O33085,size,2024-07-03
R1106,O33094,size,2024-06-29
R1107,O33104,does_not_match_description,2024-02-17
R1108,O33140,size,2024-08-29
R1109,O33150,size,2024-08-05
R1110,O33187,does_not_match_description,2024-02-07
R1111,O33206,size,2024-05-21
R1112,O33235,size,2024-09-08
R1113,O33244,size,2024-07-22
R1114,O33252,size,2024-05-06
R1115,O33264,size,2024-07-04
R1116,O33273,size,2024-10-31
R1117,O33293,size,2024-08-07
R1118,O33310,size,2024-07-29
R1119,O33431,size,2024-02-18
R1120,O33445,quality,2024-03-18
R1121,O33480,size,2024-01-30
R1122,O33500,does_not_match_description,2024-05-20
R1123,O33513,size,2024-09-05
R1124,O33552,size,2024-03-15
R1125,O33567,quality,2024-06-25
R1126,O33591,size,2024-02-04
R1127,O33593,size,2024-06-02
R1128,O33609,changed_mind,2024-04-20
R1129,O33623,size,2024-08-07
R1130,O33693,size,2024-02-14
R1131,O33720,quality,2024-02-08
R1132,O33729,size,2024-05-25
R1133,O33754,size,2024-06-03
R1134,O33760,quality,2024-01-18
R1135,O33787,size,2024-09-21
R1136,O33800,size,2024-08-20
R1137,O33805,size,2024-07-21
R1138,O33809,quality,2024-07-10
R1139,O33816,size,2024-05-12
R1140,O33902,size,2024-07-04
R1141,O33915,size,2024-07-04
R1142,O33919,size,2024-01-30
R1143,O33922,changed_mind,2024-03-13
R1144,O33952,quality,2024-10-26
R1145,O33975,size,2024-03-07
R1146,O33996,size,2024-10-28
R1147,O33999,size,2024-04-01
R1148,O34018,size,2024-04-08
R1149,O34034,size,2024-07-31
R1150,O34095,quality,2024-09-24
R1151,O34107,size,2024-05-20
R1152,O34124,size,2024-01-20
R1153,O34165,quality,2024-09-15
R1154,O34173,size,2024-08-22
R1155,O34240,size,2024-02-12
R1156,O34245,quality,2024-08-11
R1157,O34304,size,2024-09-03
R1158,O34379,quality,2024-03-24
R1159,O34391,changed_mind,2024-05-23
R1160,O34398,does_not_match_description,2024-06-26
R1161,O34400,size,2024-08-25
R1162,O34471,quality,2024-07-19
R1163,O34472,changed_mind,2024-08-07
R1164,O34481,quality,2024-04-25
R1165,O34502,size,2024-03-10
R1166,O34526,size,2024-06-21
R1167,O34567,size,2024-09-04
R1168,O34582,does_not_match_description,2024-01-09
R1169,O34586,size,2024-04-24
R1170,O34588,size,2024-08-21
R1171,O34591,does_not_match_description,2024-10-12
R1172,O34608,size,2024-01-27
R1173,O34614,size,2024-08-12
R1174,O34630,quality,2024-07-16
R1175,O34702,size,2024-09-04
R1176,O34709,does_not_match_description,2024-09-06
R1177,O34741,size,2024-09-15
R1178,O34765,size,2024-07-24
R1179,O34771,does_not_match_description,2024-09-20
R1180,O34797,quality,2024-05-22
