customer_id,age_group,gender,city,reg_date
C2161,25-34,Женский,Красноярск,2023-10-16
C2162,25-34,Женский,Нижний Новгород,2023-06-24
C2163,18-24,Мужской,Красноярск,2021-06-18
C2164,25-34,Женский,Тюмень,2024-08-11
C2165,18-24,Женский,Самара,2021-07-21
C2166,18-24,Женский,Тюмень,2022-02-15
C2167,25-34,Мужской,Омск,2022-09-12
C2168,35-44,Мужской,Томск,2022-07-17
C2169,18-24,Женский,Казань,2024-01-18
C2170,45-54,Женский,Ростов-на-Дону,2022-08-01
C2171,45-54,Мужской,Воронеж,2023-04-11
C2172,45-54,Мужской,Москва,2023-08-25
C2173,35-44,Мужской,Казань,2023-03-26
C2174,18-24,Мужской,Челябинск,2023-08-30
C2175,18-24,Женский,Тюмень,2023-08-18
C2176,35-44,Женский,Владивосток,2021-06-25
C2177,25-34,Женский,Ярославль,2023-05-06
C2178,18-24,Женский,Тюмень,2021-03-03
C2179,25-34,Женский,Казань,2022-09-18
C2180,45-54,Женский,Владивосток,2024-09-11
C2181,45-54,Женский,Пермь,2023-05-22
C2182,35-44,Женский,Ярославль,2024-01-07
C2183,25-34,Женский,Тольятти,2021-03-07
C2184,45-54,Женский,Уфа,2024-03-09
C2185,35-44,Женский,Ижевск,2024-03-21
C2186,45-54,Мужской,Челябинск,2023-03-12
C2187,18-24,Женский,Краснодар,2021-08-11
C2188,25-34,Мужской,Барнаул,2022-09-16
C2189,18-24,Женский,Тюмень,2021-12-30
C2190,18-24,Мужской,Краснодар,2021-02-24
C2191,18-24,Женский,Воронеж,2022-08-05
C2192,18-24,Женский,Саратов,2021-05-24
C2193,25-34,Женский,Москва,2021-12-18
C2194,25-34,Мужской,Воронеж,2021-11-18
C2195,55+,Женский,Пермь,2023-09-07
C2196,35-44,Женский,Оренбург,2022-02-27
C2197,18-24,Женский,Пермь,2024-09-23
C2198,25-34,Женский,Ростов-на-Дону,2024-04-18
C2199,18-24,Мужской,Волгоград,2022-07-19
C2200,18-24,Мужской,Волгоград,2021-05-12
C2201,45-54,Женский,Самара,2023-12-13
C2202,25-34,Женский,Краснодар,2023-08-01
C2203,25-34,Женский,Новосибирск,2022-08-13
C2204,35-44,Мужской,Красноярск,2022-09-02
C2205,25-34,Мужской,Томск,2021-12-25
C2206,25-34,Женский,Ижевск,2023-06-04
C2207,25-34,Мужской,Нижний Новгород,2024-03-10
C2208,18-24,Мужской,Санкт-Петербург,2022-05-06
C2209,45-54,Женский,Оренбург,2024-07-10
C2210,25-34,Мужской,Новосибирск,2022-03-21
C2211,45-54,Женский,Ярославль,2024-02-07
C2212,18-24,Женский,Ярославль,2021-08-04
C2213,25-34,Мужской,Пермь,2023-07-13
C2214,18-24,Женский,Санкт-Петербург,2023-08-05
C2215,18-24,Мужской,Ульяновск,2023-08-04
C2216,25-34,Мужской,Томск,2022-02-03
C2217,25-34,Женский,Екатеринбург,2021-10-07
C2218,25-34,Мужской,Краснодар,2023-08-03
C2219,18-24,Женский,Самара,2023-06-16
C2220,18-24,Мужской,Махачкала,2021-11-27
C2221,18-24,Женский,Екатеринбург,2021-12-29
C2222,25-34,Женский,Воронеж,2021-12-11
C2223,18-24,Мужской,Ульяновск,2022-07-14
C2224,18-24,Женский,Челябинск,2021-03-12
C2225,45-54,Женский,Волгоград,2021-04-08
C2226,45-54,Мужской,Барнаул,2024-09-18
C2227,35-44,Мужской,Воронеж,2022-09-24
C2228,25-34,Женский,Санкт-Петербург,2023-02-12
C2229,35-44,Мужской,Красноярск,2022-05-04
C2230,18-24,Женский,Москва,2021-01-30
C2231,25-34,Женский,Ульяновск,2021-05-10
C2232,18-24,Мужской,Владивосток,2024-09-22
C2233,18-24,Женский,Пермь,2023-11-16
C2234,18-24,Женский,Тюмень,2024-07-07
C2235,18-24,Женский,Тюмень,2023-03-21
C2236,45-54,Женский,Челябинск,2021-08-05
C2237,25-34,Женский,Воронеж,2024-09-01
C2238,25-34,Женский,Волгоград,2022-03-27
C2239,18-24,Мужской,Барнаул,2024-07-01
C2240,25-34,Женский,Челябинск,2023-04-22
C2241,25-34,Женский,Екатеринбург,2024-01-04
C2242,35-44,Мужской,Тольятти,2021-12-18
C2243,25-34,Женский,Уфа,2024-07-16
C2244,35-44,Мужской,Ярославль,2021-09-30
C2245,25-34,Мужской,Оренбург,2022-10-14
C2246,55+,Мужской,Новосибирск,2022-11-18
C2247,18-24,Мужской,Волгоград,2023-02-23
C2248,25-34,Мужской,Саратов,2024-04-18
C2249,35-44,Женский,Москва,2024-06-16
C2250,35-44,Женский,Самара,2023-05-28
C2251,35-44,Женский,Санкт-Петербург,2021-10-09
C2252,25-34,Женский,Казань,2023-02-09
C2253,18-24,Женский,Кемерово,2024-05-09
C2254,55+,Женский,Оренбург,2022-11-05
C2255,18-24,Женский,Владивосток,2021-03-23
C2256,25-34,Мужской,Барнаул,2022-08-14
C2257,35-44,Женский,Хабаровск,2022-11-10
C2258,25-34,Женский,Санкт-Петербург,2024-09-23
C2259,55+,Мужской,Иркутск,2022-04-01
C2260,35-44,Женский,Уфа,2022-01-11
C2261,25-34,Женский,Томск,2023-10-04
C2262,18-24,Женский,Барнаул,2021-10-17
C2263,45-54,Женский,Нижний Новгород,2024-04-28
C2264,25-34,Мужской,Челябинск,2022-04-29
C2265,25-34,Женский,Волгоград,2022-09-30
C2266,18-24,Женский,Пермь,2021-12-28
C2267,35-44,Женский,Тольятти,2023-07-08
C2268,55+,Женский,Томск,2023-09-13
C2269,18-24,Мужской,Воронеж,2023-02-13
C2270,18-24,Женский,Саратов,2024-06-02
C2271,35-44,Мужской,Махачкала,2023-09-15
C2272,18-24,Женский,Томск,2021-06-20
C2273,35-44,Мужской,Ижевск,2024-01-06
C2274,18-24,Мужской,Омск,2023-02-19
C2275,25-34,Женский,Воронеж,2024-02-26
C2276,35-44,Женский,Казань,2023-08-20
C2277,18-24,Мужской,Москва,2021-01-27
C2278,45-54,Мужской,Красноярск,2023-10-04
C2279,25-34,Женский,Воронеж,2023-02-04
C2280,25-34,Женский,Тольятти,2021-05-26
C2281,25-34,Женский,Кемерово,2021-09-12
C2282,25-34,Женский,Челябинск,2023-06-13
C2283,55+,Мужской,Ярославль,2022-12-15
C2284,25-34,Женский,Иркутск,2023-01-25
C2285,35-44,Мужской,Кемерово,2023-05-19
C2286,35-44,Женский,Санкт-Петербург,2023-01-11
C2287,35-44,Мужской,Иркутск,2024-09-25
C2288,35-44,Женский,Волгоград,2024-10-26
C2289,18-24,Женский,Тольятти,2024-09-19
C2290,45-54,Женский,Ярославль,2021-07-09
C2291,35-44,Мужской,Воронеж,2024-04-15
C2292,55+,Женский,Кемерово,2022-01-22
C2293,45-54,Женский,Пермь,2022-06-02
C2294,35-44,Женский,Тюмень,2024-09-10
C2295,45-54,Женский,Хабаровск,2023-04-23
C2296,35-44,Мужской,Томск,2021-07-02
C2297,18-24,Женский,Владивосток,2022-12-07
C2298,45-54,Женский,Челябинск,2023-03-27
C2299,35-44,Женский,Нижний Новгород,2023-10-05
C2300,18-24,Женский,Иркутск,2023-05-06
C2301,25-34,Мужской,Хабаровск,2023-06-02
C2302,18-24,Женский,Иркутск,2021-10-03
C2303,18-24,Женский,Екатеринбург,2023-07-12
C2304,25-34,Женский,Челябинск,2021-05-01
C2305,35-44,Мужской,Челябинск,2022-06-16
C2306,55+,Мужской,Волгоград,2024-07-07
C2307,45-54,Женский,Барнаул,2021-12-07
C2308,18-24,Женский,Екатеринбург,2022-07-21
C2309,18-24,Женский,Самара,2023-09-06
C2310,25-34,Мужской,Москва,2021-05-06
C2311,25-34,Мужской,Ульяновск,2024-04-07
C2312,35-44,Женский,Челябинск,2023-12-06
C2313,35-44,Женский,Саратов,2022-06-29
C2314,45-54,Женский,Уфа,2024-05-22
C2315,25-34,Женский,Оренбург,2022-12-04
C2316,55+,Мужской,Красноярск,2024-09-24
C2317,25-34,Женский,Красноярск,2022-11-08
C2318,45-54,Женский,Томск,2023-04-03
C2319,35-44,Мужской,Казань,2021-02-22
C2320,35-44,Мужской,Омск,2022-05-25
C2321,25-34,Женский,Ульяновск,2023-09-01
C2322,25-34,Мужской,Москва,2024-07-30
C2323,55+,Мужской,Москва,2024-07-21
C2324,25-34,Женский,Владивосток,2022-10-29
C2325,35-44,Женский,Краснодар,2023-03-31
C2326,35-44,Мужской,Красноярск,2023-05-27
C2327,45-54,Мужской,Краснодар,2024-09-10
C2328,45-54,Мужской,Хабаровск,2023-02-28
C2329,25-34,Женский,Казань,2023-12-02
C2330,45-54,Мужской,Иркутск,2023-10-31
C2331,18-24,Женский,Новосибирск,2022-09-10
C2332,45-54,Мужской,Томск,2023-08-15
C2333,18-24,Женский,Екатеринбург,2023-09-15
C2334,35-44,Женский,Челябинск,2021-12-16
C2335,35-44,Мужской,Новосибирск,2021-08-05
C2336,25-34,Мужской,Нижний Новгород,2022-10-31
C2337,45-54,Мужской,Самара,2022-06-12
C2338,35-44,Мужской,Ульяновск,2021-09-10
C2339,35-44,Мужской,Барнаул,2023-10-05
C2340,18-24,Мужской,Томск,2022-04-04
C2341,45-54,Мужской,Ижевск,2021-05-13
C2342,35-44,Женский,Иркутск,2023-02-21
C2343,35-44,Мужской,Томск,2023-06-14
C2344,45-54,Женский,Екатеринбург,2022-08-19
C2345,18-24,Женский,Хабаровск,2024-04-27
C2346,45-54,Мужской,Екатеринбург,2024-03-19
C2347,25-34,Мужской,Воронеж,2024-03-27
C2348,35-44,Женский,Тольятти,2024-01-02
C2349,18-24,Женский,Пермь,2022-10-17
C2350,35-44,Мужской,Кемерово,2021-09-16
C2351,25-34,Женский,Самара,2021-08-07
C2352,25-34,Женский,Волгоград,2022-10-10
C2353,18-24,Мужской,Махачкала,2022-03-25
C2354,25-34,Женский,Ижевск,2022-08-04
C2355,18-24,Мужской,Владивосток,2021-03-12
C2356,25-34,Женский,Иркутск,2021-09-10
C2357,25-34,Мужской,Тольятти,2023-09-07
C2358,35-44,Женский,Ростов-на-Дону,2023-02-11
C2359,18-24,Мужской,Казань,2022-03-08
C2360,45-54,Мужской,Самара,2021-04-18
C2361,45-54,Мужской,Томск,2023-09-26
C2362,35-44,Женский,Махачкала,2024-09-12
C2363,45-54,Женский,Москва,2024-01-28
C2364,25-34,Женский,Краснодар,2022-12-15
C2365,35-44,Женский,Саратов,2022-08-03
C2366,25-34,Мужской,Иркутск,2024-01-28
C2367,25-34,Женский,Ярославль,2024-04-03
C2368,45-54,Женский,Кемерово,2022-09-15
C2369,25-34,Женский,Казань,2023-06-24
C2370,35-44,Женский,Казань,2022-03-06
C2371,18-24,Мужской,Хабаровск,2024-08-26
C2372,18-24,Мужской,Тольятти,2021-07-28
C2373,35-44,Мужской,Казань,2023-02-11
C2374,55+,Женский,Махачкала,2021-12-11
C2375,45-54,Женский,Краснодар,2022-01-03
C2376,45-54,Женский,Саратов,2024-08-24
C2377,25-34,Женский,Казань,2024-07-08
C2378,35-44,Женский,Екатеринбург,2022-05-09
C2379,25-34,Женский,Ижевск,2021-12-20
C2380,35-44,Женский,Иркутск,2024-10-05
C2381,35-44,Мужской,Томск,2024-08-24
C2382,25-34,Мужской,Волгоград,2023-01-23
C2383,18-24,Женский,Екатеринбург,2023-09-29
C2384,35-44,Мужской,Самара,2021-02-17
C2385,25-34,Мужской,Краснодар,2022-07-15
C2386,35-44,Женский,Тольятти,2022-01-06
C2387,25-34,Мужской,Иркутск,2023-06-08
C2388,25-34,Женский,Уфа,2021-05-11
C2389,35-44,Мужской,Тюмень,2022-01-14
C2390,25-34,Мужской,Воронеж,2024-02-13
C2391,45-54,Мужской,Саратов,2023-09-28
C2392,18-24,Мужской,Тюмень,2024-08-27
C2393,18-24,Мужской,Ульяновск,2021-08-29
C2394,18-24,Женский,Нижний Новгород,2021-01-11
C2395,25-34,Мужской,Екатеринбург,2021-03-22
C2396,18-24,Женский,Нижний Новгород,2021-06-29
C2397,25-34,Мужской,Санкт-Петербург,2021-06-23
C2398,55+,Женский,Красноярск,2024-01-20
C2399,18-24,Мужской,Ульяновск,2021-01-01
C2400,18-24,Женский,Саратов,2022-08-24
C2401,35-44,Женский,Тольятти,2023-10-02
C2402,35-44,Женский,Красноярск,2024-05-26
C2403,25-34,Женский,Екатеринбург,2024-09-19
C2404,45-54,Женский,Челябинск,2021-10-18
C2405,25-34,Мужской,Казань,2024-05-18
C2406,25-34,Женский,Омск,2021-09-21
C2407,35-44,Женский,Тюмень,2022-06-07
C2408,25-34,Мужской,Нижний Новгород,2023-03-31
C2409,25-34,Мужской,Ульяновск,2023-05-22
C2410,45-54,Женский,Челябинск,2021-05-25
C2411,35-44,Женский,Барнаул,2024-08-15
C2412,18-24,Женский,Ульяновск,2024-08-19
C2413,45-54,Женский,Пермь,2021-11-11
C2414,25-34,Мужской,Воронеж,2021-02-23
C2415,55+,Женский,Омск,2021-09-13
C2416,25-34,Мужской,Пермь,2021-05-16
C2417,25-34,Женский,Кемерово,2022-11-15
C2418,35-44,Женский,Владивосток,2022-04-08
C2419,25-34,Женский,Самара,2023-02-15
C2420,55+,Мужской,Екатеринбург,2021-12-26
C2421,25-34,Мужской,Тольятти,2023-09-30
C2422,18-24,Женский,Тольятти,2022-08-01
C2423,25-34,Женский,Оренбург,2021-04-09
C2424,18-24,Мужской,Воронеж,2022-01-06
C2425,25-34,Мужской,Владивосток,2023-12-25
C2426,25-34,Мужской,Воронеж,2023-09-04
C2427,25-34,Женский,Ульяновск,2023-11-18
C2428,35-44,Мужской,Казань,2023-02-15
C2429,25-34,Женский,Кемерово,2024-08-02
C2430,55+,Мужской,Самара,2024-10-20
C2431,35-44,Мужской,Нижний Новгород,2023-06-18
C2432,55+,Мужской,Саратов,2022-08-11
C2433,25-34,Женский,Иркутск,2022-04-14
C2434,25-34,Мужской,Ростов-на-Дону,2023-04-13
C2435,35-44,Мужской,Барнаул,2021-06-12
C2436,18-24,Женский,Новосибирск,2021-12-05
C2437,25-34,Женский,Ростов-на-Дону,2024-02-09
C2438,45-54,Мужской,Москва,2023-05-19
C2439,35-44,Мужской,Казань,2023-09-10
C2440,25-34,Мужской,Ульяновск,2023-12-27
C2441,35-44,Женский,Ижевск,2022-01-25
C2442,45-54,Мужской,Иркутск,2023-05-21
C2443,35-44,Мужской,Самара,2024-09-16
C2444,55+,Мужской,Оренбург,2023-12-18
C2445,35-44,Женский,Волгоград,2021-12-12
C2446,35-44,Мужской,Саратов,2022-04-06
C2447,18-24,Женский,Казань,2023-11-19
C2448,25-34,Женский,Краснодар,2023-02-16
C2449,18-24,Мужской,Уфа,2024-10-22
C2450,18-24,Женский,Ярославль,2021-08-30
C2451,25-34,Женский,Омск,2022-03-13
C2452,18-24,Мужской,Воронеж,2022-03-22
C2453,45-54,Мужской,Барнаул,2023-11-22
C2454,45-54,Женский,Волгоград,2024-06-19
C2455,45-54,Женский,Москва,2024-06-14
C2456,25-34,Женский,Екатеринбург,2021-01-11
C2457,25-34,Мужской,Воронеж,2022-12-28
C2458,18-24,Женский,Челябинск,2021-06-23
C2459,25-34,Мужской,Пермь,2021-09-11
C2460,45-54,Женский,Ярославль,2024-09-06
C2461,25-34,Женский,Красноярск,2022-09-05
C2462,25-34,Мужской,Тюмень,2022-07-06
C2463,18-24,Женский,Махачкала,2023-06-19
C2464,18-24,Женский,Пермь,2021-01-12
C2465,25-34,Мужской,Челябинск,2021-08-15
C2466,18-24,Женский,Воронеж,2023-05-13
C2467,35-44,Мужской,Нижний Новгород,2024-09-26
C2468,18-24,Женский,Ульяновск,2022-06-29
C2469,18-24,Женский,Краснодар,2024-10-28
C2470,35-44,Женский,Ярославль,2023-03-30
C2471,25-34,Мужской,Махачкала,2023-03-08
C2472,18-24,Мужской,Владивосток,2021-02-13
C2473,18-24,Женский,Москва,2022-04-30
C2474,18-24,Мужской,Пермь,2024-05-07
C2475,35-44,Женский,Ростов-на-Дону,2022-08-01
C2476,25-34,Мужской,Самара,2024-06-18
C2477,18-24,Женский,Самара,2022-07-30
C2478,35-44,Мужской,Иркутск,2022-05-22
C2479,35-44,Женский,Краснодар,2021-07-31
C2480,35-44,Женский,Нижний Новгород,2022-01-22
C2481,55+,Женский,Барнаул,2021-11-01
C2482,18-24,Женский,Санкт-Петербург,2022-07-15
C2483,55+,Мужской,Пермь,2021-02-06
C2484,35-44,Женский,Санкт-Петербург,2023-02-18
C2485,25-34,Женский,Барнаул,2022-04-19
C2486,18-24,Женский,Санкт-Петербург,2023-11-11
C2487,25-34,Женский,Екатеринбург,2022-07-06
C2488,25-34,Мужской,Иркутск,2023-05-07
C2489,18-24,Мужской,Нижний Новгород,2021-03-25
C2490,18-24,Мужской,Уфа,2022-03-11
C2491,25-34,Женский,Ижевск,2021-07-26
C2492,25-34,Женский,Краснодар,2023-01-15
C2493,25-34,Женский,Ульяновск,2021-01-28
C2494,35-44,Мужской,Казань,2022-11-10
C2495,25-34,Мужской,Хабаровск,2024-04-21
C2496,25-34,Женский,Барнаул,2022-07-20
C2497,18-24,Женский,Оренбург,2021-08-06
C2498,18-24,Мужской,Екатеринбург,2021-03-26
C2499,25-34,Мужской,Барнаул,2022-01-26
C2500,18-24,Женский,Екатеринбург,2021-06-03
C2501,45-54,Женский,Ростов-на-Дону,2023-08-30
C2502,55+,Женский,Хабаровск,2021-11-11
C2503,18-24,Женский,Тюмень,2022-06-02
C2504,45-54,Мужской,Томск,2024-02-22
C2505,55+,Мужской,Волгоград,2024-07-13
C2506,35-44,Мужской,Новосибирск,2023-09-16
C2507,25-34,Мужской,Саратов,2021-02-14
C2508,18-24,Женский,Казань,2022-08-17
C2509,18-24,Женский,Владивосток,2022-01-25
C2510,35-44,Женский,Ульяновск,2023-12-27
C2511,45-54,Мужской,Нижний Новгород,2023-06-16
C2512,35-44,Женский,Ярославль,2023-03-11
C2513,25-34,Женский,Нижний Новгород,2021-01-08
C2514,18-24,Женский,Иркутск,2021-01-19
C2515,45-54,Мужской,Волгоград,2023-10-29
C2516,35-44,Женский,Ростов-на-Дону,2022-03-28
C2517,25-34,Женский,Екатеринбург,2021-12-17
C2518,18-24,Женский,Ростов-на-Дону,2021-03-22
C2519,35-44,Мужской,Омск,2021-09-30
C2520,25-34,Мужской,Барнаул,2022-05-25
C2521,55+,Женский,Екатеринбург,2021-01-03
C2522,35-44,Мужской,Красноярск,2022-10-27
C2523,18-24,Мужской,Тюмень,2022-06-25
C2524,35-44,Женский,Ижевск,2022-08-27
C2525,25-34,Женский,Махачкала,2021-01-22
C2526,45-54,Женский,Омск,2021-12-28
C2527,25-34,Женский,Ульяновск,2024-04-09
C2528,18-24,Мужской,Воронеж,2024-09-01
C2529,25-34,Мужской,Ижевск,2024-02-03
C2530,18-24,Женский,Уфа,2022-07-05
C2531,18-24,Мужской,Томск,2023-03-21
C2532,18-24,Женский,Хабаровск,2023-06-08
C2533,25-34,Мужской,Новосибирск,2023-10-13
C2534,18-24,Женский,Томск,2021-12-27
C2535,18-24,Женский,Хабаровск,2022-01-05
C2536,35-44,Женский,Нижний Новгород,2021-12-30
C2537,45-54,Мужской,Челябинск,2021-05-23
C2538,18-24,Женский,Волгоград,2024-08-14
C2539,55+,Женский,Саратов,2021-10-09
C2540,35-44,Мужской,Ижевск,2021-07-24
C2541,25-34,Женский,Махачкала,2021-01-28
C2542,35-44,Мужской,Санкт-Петербург,2021-09-28
C2543,18-24,Женский,Казань,2024-07-08
C2544,25-34,Мужской,Москва,2021-08-06
C2545,25-34,Мужской,Томск,2021-06-24
C2546,18-24,Женский,Тольятти,2023-06-29
C2547,45-54,Женский,Краснодар,2021-11-13
C2548,18-24,Женский,Омск,2024-07-09
C2549,25-34,Женский,Санкт-Петербург,2021-07-30
C2550,25-34,Женский,Оренбург,2023-05-01
C2551,18-24,Мужской,Москва,2022-04-10
C2552,25-34,Женский,Барнаул,2022-08-11
C2553,18-24,Мужской,Воронеж,2021-08-19
C2554,25-34,Мужской,Самара,2021-07-28
C2555,55+,Женский,Новосибирск,2024-06-14
C2556,25-34,Женский,Кемерово,2021-06-23
C2557,45-54,Женский,Нижний Новгород,2023-05-28
C2558,25-34,Женский,Ульяновск,2023-05-21
C2559,18-24,Мужской,Ростов-на-Дону,2024-07-03
C2560,45-54,Женский,Екатеринбург,2022-07-10
C2561,45-54,Мужской,Кемерово,2022-06-28
C2562,45-54,Мужской,Новосибирск,2021-01-05
C2563,45-54,Мужской,Ярославль,2024-09-05
C2564,18-24,Женский,Волгоград,2023-09-07
C2565,45-54,Женский,Пермь,2022-07-25
C2566,18-24,Женский,Казань,2022-01-08
C2567,35-44,Женский,Краснодар,2023-05-19
C2568,25-34,Мужской,Ижевск,2024-07-27
C2569,25-34,Мужской,Барнаул,2022-05-19
C2570,25-34,Женский,Тюмень,2023-12-30
C2571,25-34,Женский,Самара,2023-02-27
C2572,18-24,Мужской,Саратов,2024-03-29
C2573,35-44,Мужской,Самара,2021-06-28
C2574,18-24,Женский,Томск,2021-02-05
C2575,25-34,Женский,Казань,2021-08-14
C2576,18-24,Женский,Томск,2021-10-13
C2577,25-34,Женский,Томск,2024-02-04
C2578,55+,Мужской,Самара,2022-03-08
C2579,45-54,Женский,Казань,2021-08-29
C2580,55+,Мужской,Воронеж,2021-02-23
C2581,35-44,Женский,Санкт-Петербург,2021-08-06
C2582,35-44,Женский,Махачкала,2024-05-01
C2583,45-54,Женский,Красноярск,2021-10-17
C2584,18-24,Женский,Тольятти,2023-05-03
C2585,18-24,Женский,Хабаровск,2021-10-14
C2586,35-44,Мужской,Ростов-на-Дону,2023-08-21
C2587,25-34,Женский,Владивосток,2024-08-13
C2588,35-44,Женский,Казань,2021-05-03
C2589,45-54,Женский,Ярославль,2021-12-22
C2590,25-34,Женский,Махачкала,2023-05-18
C2591,35-44,Мужской,Тюмень,2022-06-13
C2592,45-54,Женский,Иркутск,2022-04-11
C2593,25-34,Женский,Новосибирск,2023-12-05
C2594,25-34,Мужской,Хабаровск,2022-03-10
C2595,25-34,Женский,Воронеж,2022-01-12
C2596,45-54,Мужской,Ижевск,2021-06-08
C2597,45-54,Женский,Уфа,2024-08-29
C2598,35-44,Мужской,Нижний Новгород,2021-04-22
C2599,45-54,Мужской,Челябинск,2022-07-07
C2600,18-24,Женский,Ижевск,2022-11-19
C2601,18-24,Женский,Тюмень,2021-08-07
C2602,18-24,Женский,Ярославль,2022-09-26
C2603,18-24,Женский,Кемерово,2021-03-08
C2604,18-24,Женский,Тольятти,2024-03-02
C2605,18-24,Мужской,Краснодар,2021-04-04
C2606,18-24,Женский,Ростов-на-Дону,2021-01-18
C2607,55+,Мужской,Воронеж,2023-10-22
C2608,18-24,Мужской,Хабаровск,2022-12-30
C2609,55+,Мужской,Екатеринбург,2022-11-10
C2610,25-34,Мужской,Екатеринбург,2023-10-26
C2611,45-54,Женский,Тольятти,2023-02-22
C2612,25-34,Мужской,Санкт-Петербург,2022-08-18
C2613,18-24,Мужской,Новосибирск,2024-07-05
C2614,18-24,Мужской,Оренбург,2022-03-18
C2615,45-54,Мужской,Ярославль,2021-11-26
C2616,55+,Женский,Хабаровск,2024-05-31
C2617,35-44,Мужской,Уфа,2023-07-06
C2618,35-44,Женский,Красноярск,2024-06-30
C2619,45-54,Женский,Оренбург,2024-10-30
C2620,25-34,Женский,Ижевск,2024-05-27
C2621,18-24,Женский,Барнаул,2023-10-16
C2622,18-24,Женский,Ярославль,2022-09-26
C2623,25-34,Мужской,Владивосток,2021-06-28
C2624,25-34,Женский,Нижний Новгород,2022-08-29
C2625,18-24,Женский,Красноярск,2022-12-25
C2626,18-24,Женский,Ярославль,2023-08-02
C2627,25-34,Женский,Омск,2023-06-25
C2628,35-44,Женский,Екатеринбург,2024-03-10
C2629,25-34,Женский,Ростов-на-Дону,2023-04-02
C2630,25-34,Женский,Ульяновск,2021-09-22
C2631,25-34,Женский,Ижевск,2022-10-05
C2632,25-34,Мужской,Саратов,2023-07-11
C2633,25-34,Мужской,Ульяновск,2021-03-29
C2634,35-44,Мужской,Хабаровск,2022-05-17
C2635,35-44,Женский,Казань,2021-08-04
C2636,25-34,Женский,Воронеж,2021-05-30
C2637,18-24,Мужской,Ульяновск,2021-07-11
C2638,25-34,Женский,Тюмень,2023-08-11
C2639,18-24,Женский,Екатеринбург,2023-03-24
C2640,35-44,Женский,Уфа,2021-05-13
C2641,25-34,Мужской,Краснодар,2022-03-12
C2642,35-44,Женский,Омск,2023-07-20
C2643,18-24,Женский,Краснодар,2021-10-26
C2644,35-44,Женский,Санкт-Петербург,2024-05-16
C2645,35-44,Женский,Владивосток,2023-01-11
C2646,35-44,Мужской,Челябинск,2021-04-21
C2647,18-24,Женский,Ярославль,2024-11-01
C2648,25-34,Женский,Нижний Новгород,2021-06-21
C2649,18-24,Женский,Новосибирск,2022-09-03
C2650,45-54,Женский,Пермь,2023-12-11
C2651,18-24,Мужской,Нижний Новгород,2021-04-21
C2652,18-24,Мужской,Уфа,2022-09-01
C2653,18-24,Женский,Пермь,2023-09-14
C2654,25-34,Мужской,Нижний Новгород,2023-06-14
C2655,25-34,Мужской,Воронеж,2021-01-21
C2656,25-34,Мужской,Челябинск,2021-06-09
C2657,35-44,Женский,Казань,2022-10-26
C2658,35-44,Мужской,Хабаровск,2022-10-11
C2659,18-24,Мужской,Кемерово,2021-10-30
C2660,25-34,Женский,Владивосток,2024-10-12
C2661,25-34,Женский,Москва,2023-07-12
C2662,45-54,Мужской,Барнаул,2023-07-10
C2663,35-44,Женский,Санкт-Петербург,2022-03-24
C2664,35-44,Женский,Иркутск,2024-01-24
C2665,35-44,Женский,Челябинск,2022-12-14
C2666,18-24,Женский,Ульяновск,2024-03-27
C2667,55+,Женский,Красноярск,2021-02-03
C2668,25-34,Женский,Махачкала,2021-09-13
C2669,35-44,Мужской,Волгоград,2023-04-28
C2670,25-34,Женский,Тюмень,2023-05-23
C2671,25-34,Мужской,Екатеринбург,2021-12-27
C2672,25-34,Женский,Тюмень,2024-05-03
C2673,18-24,Женский,Ростов-на-Дону,2024-09-12
C2674,35-44,Женский,Ростов-на-Дону,2024-06-24
C2675,45-54,Мужской,Екатеринбург,2021-06-29
C2676,45-54,Женский,Барнаул,2021-02-03
C2677,35-44,Женский,Краснодар,2024-07-01
C2678,45-54,Женский,Волгоград,2023-10-28
C2679,25-34,Женский,Ростов-на-Дону,2023-05-12
C2680,18-24,Мужской,Тюмень,2023-02-20
C2681,18-24,Мужской,Екатеринбург,2022-12-20
C2682,55+,Мужской,Пермь,2024-08-13
C2683,35-44,Мужской,Москва,2023-02-07
C2684,35-44,Женский,Омск,2024-09-10
C2685,25-34,Мужской,Владивосток,2023-04-30
C2686,35-44,Женский,Кемерово,2023-04-30
C2687,18-24,Женский,Владивосток,2023-02-06
C2688,45-54,Женский,Хабаровск,2024-05-13
C2689,25-34,Женский,Тольятти,2023-05-31
C2690,18-24,Мужской,Челябинск,2024-06-16
C2691,35-44,Мужской,Владивосток,2024-03-29
C2692,25-34,Мужской,Воронеж,2021-12-22
C2693,25-34,Женский,Нижний Новгород,2023-06-15
C2694,18-24,Мужской,Казань,2023-10-30
C2695,18-24,Женский,Воронеж,2024-07-08
C2696,45-54,Мужской,Нижний Новгород,2022-10-23
C2697,18-24,Женский,Пермь,2021-01-24
C2698,35-44,Женский,Москва,2024-06-19
C2699,35-44,Мужской,Новосибирск,2024-03-17
C2700,25-34,Мужской,Казань,2023-07-19
C2701,35-44,Мужской,Нижний Новгород,2022-05-06
C2702,35-44,Женский,Челябинск,2024-01-02
C2703,45-54,Мужской,Владивосток,2023-02-14
C2704,35-44,Мужской,Омск,2021-06-19
C2705,45-54,Мужской,Барнаул,2024-04-01
C2706,45-54,Женский,Кемерово,2024-05-05
C2707,18-24,Женский,Омск,2022-01-05
C2708,18-24,Женский,Красноярск,2022-03-02
