order_id,customer_id,product_id,qty,order_date,status
O17860,C0749,P090,1,2024-02-24,Доставлен
O17861,C3519,P070,2,2024-09-08,Доставлен
O17862,C1196,P004,2,2024-07-21,Доставлен
O17863,C0074,P120,1,2024-03-27,Доставлен
O17864,C6097,P005,1,2024-03-11,Доставлен
O17865,C6548,P032,1,2024-06-24,Доставлен
O17866,C4681,P079,1,2024-06-16,Отменён
O17867,C0333,P097,1,2024-06-26,Отменён
O17868,C5069,P008,1,2024-01-05,Доставлен
O17869,C5999,P047,1,2024-10-30,Доставлен
O17870,C5335,P058,1,2024-05-27,Доставлен
O17871,C7730,P063,1,2024-07-03,Доставлен
O17872,C8109,P077,2,2024-10-02,Доставлен
O17873,C2760,P077,1,2024-03-19,Доставлен
O17874,C8229,P087,1,2024-02-11,Доставлен
O17875,C8034,P036,2,2024-01-24,Доставлен
O17876,C8123,P033,1,2024-03-14,Доставлен
O17877,C4137,P028,1,2024-04-24,Доставлен
O17878,C6299,P006,3,2024-04-19,Доставлен
O17879,C7765,P018,1,2024-05-20,Доставлен
O17880,C4682,P105,1,2024-03-11,Доставлен
O17881,C6944,P037,2,2024-03-17,Доставлен
O17882,C4054,P083,1,2024-06-05,Доставлен
O17883,C2599,P081,1,2024-04-21,Доставлен
O17884,C2457,P085,1,2024-07-11,Доставлен
O17885,C5799,P068,1,2024-05-19,Доставлен
O17886,C1174,P105,1,2024-01-13,Доставлен
O17887,C1372,P094,2,2024-02-12,Доставлен
O17888,C2349,P037,2,2024-03-13,Доставлен
O17889,C2795,P077,1,2024-04-25,Доставлен
O17890,C8066,P048,1,2024-09-19,Доставлен
O17891,C3734,P020,1,2024-04-22,Доставлен
O17892,C4289,P080,1,2024-01-14,Доставлен
O17893,C2887,P079,1,2024-08-14,Доставлен
O17894,C6026,P107,1,2024-06-27,Доставлен
O17895,C5107,P037,1,2024-06-05,Доставлен
O17896,C7591,P118,1,2024-03-16,Доставлен
O17897,C3083,P021,2,2024-04-14,Отменён
O17898,C4158,P069,1,2024-09-05,Доставлен
O17899,C6094,P089,1,2024-04-22,Доставлен
O17900,C5576,P012,1,2024-10-31,Доставлен
O17901,C1251,P014,2,2024-07-18,Доставлен
O17902,C1866,P019,2,2024-08-03,Доставлен
O17903,C6247,P089,2,2024-07-12,Доставлен
O17904,C5768,P108,1,2024-06-30,Доставлен
O17905,C7846,P012,1,2024-02-14,Доставлен
O17906,C3656,P117,1,2024-04-25,Доставлен
O17907,C6480,P022,2,2024-07-09,Доставлен
O17908,C2006,P027,1,2024-10-09,Доставлен
O17909,C0902,P091,2,2024-05-13,Доставлен
O17910,C3818,P057,1,2024-03-12,Доставлен
O17911,C2099,P017,1,2024-08-21,Доставлен
O17912,C2867,P109,1,2024-08-08,Доставлен
O17913,C0645,P103,1,2024-07-20,Доставлен
O17914,C6781,P054,1,2024-09-03,Доставлен
O17915,C6770,P104,1,2024-10-03,Доставлен
O17916,C3742,P119,1,2024-09-17,Доставлен
O17917,C5125,P055,1,2024-02-20,Доставлен
O17918,C5440,P074,2,2024-02-11,Доставлен
O17919,C0295,P017,1,2024-09-26,Доставлен
O17920,C3402,P068,2,2024-06-12,Доставлен
O17921,C4012,P019,2,2024-07-07,Доставлен
O17922,C6367,P078,1,2024-09-13,Доставлен
O17923,C3132,P112,1,2024-03-05,Доставлен
O17924,C1340,P109,1,2024-01-07,Доставлен
O17925,C5291,P100,1,2024-03-28,Доставлен
O17926,C6423,P117,2,2024-02-06,Доставлен
O17927,C6182,P049,1,2024-02-26,Отменён
O17928,C5554,P012,3,2024-07-16,Доставлен
O17929,C4131,P119,1,2024-06-19,Доставлен
O17930,C2413,P025,1,2024-07-10,Возврат
O17931,C7740,P072,1,2024-10-26,Доставлен
O17932,C0243,P001,1,2024-01-02,Доставлен
O17933,C2626,P054,1,2024-01-07,Доставлен
O17934,C8257,P099,2,2024-06-05,Доставлен
O17935,C3110,P117,1,2024-04-13,Доставлен
O17936,C4381,P080,1,2024-03-01,Доставлен
O17937,C0352,P047,1,2024-09-22,Доставлен
O17938,C3632,P013,2,2024-01-05,Доставлен
O17939,C4463,P021,1,2024-03-15,Доставлен
O17940,C6897,P016,1,2024-02-13,Доставлен
O17941,C8062,P019,2,2024-10-13,Доставлен
O17942,C3389,P092,1,2024-02-05,Доставлен
O17943,C1549,P006,1,2024-07-04,Доставлен
O17944,C0094,P118,1,2024-01-25,Доставлен
O17945,C8031,P104,1,2024-10-15,Доставлен
O17946,C0429,P037,2,2024-03-20,Доставлен
O17947,C7170,P087,2,2024-08-22,Доставлен
O17948,C6642,P109,2,2024-05-03,Доставлен
O17949,C0544,P007,1,2024-06-07,Доставлен
O17950,C1258,P077,2,2024-05-22,Доставлен
O17951,C3518,P050,1,2024-05-02,Доставлен
O17952,C1303,P034,2,2024-09-03,Доставлен
O17953,C2927,P083,1,2024-01-07,Доставлен
O17954,C6194,P104,1,2024-04-26,Доставлен
O17955,C7510,P117,3,2024-01-21,Доставлен
O17956,C4477,P117,1,2024-05-12,Доставлен
O17957,C1363,P064,2,2024-05-26,Доставлен
O17958,C3509,P054,1,2024-02-07,Доставлен
O17959,C7148,P092,1,2024-07-15,Доставлен
O17960,C0508,P119,1,2024-08-26,Доставлен
O17961,C5180,P062,1,2024-05-13,Доставлен
O17962,C6601,P027,1,2024-08-15,Доставлен
O17963,C1676,P106,1,2024-09-19,Доставлен
O17964,C1670,P001,1,2024-06-13,Доставлен
O17965,C2073,P023,3,2024-04-16,Возврат
O17966,C3803,P087,3,2024-06-21,Доставлен
O17967,C2233,P028,1,2024-03-13,Доставлен
O17968,C3731,P106,1,2024-03-08,Доставлен
O17969,C4950,P010,1,2024-05-12,Доставлен
O17970,C2313,P025,2,2024-07-04,Доставлен
O17971,C6398,P101,1,2024-08-12,Доставлен
O17972,C0206,P094,2,2024-02-25,Доставлен
O17973,C2480,P046,3,2024-09-05,Доставлен
O17974,C4945,P023,1,2024-10-04,Доставлен
O17975,C3276,P090,3,2024-01-14,Доставлен
O17976,C1643,P056,1,2024-05-13,Доставлен
O17977,C0171,P099,3,2024-07-19,Доставлен
O17978,C7791,P038,2,2024-06-25,Доставлен
O17979,C1684,P058,2,2024-08-05,Доставлен
O17980,C6997,P015,1,2024-09-08,Возврат
O17981,C6155,P118,1,2024-10-09,Доставлен
O17982,C7474,P049,1,2024-08-07,Доставлен
O17983,C7095,P048,1,2024-01-21,Доставлен
O17984,C2623,P061,2,2024-08-20,Доставлен
O17985,C6728,P079,3,2024-05-22,Отменён
O17986,C3003,P043,2,2024-06-09,Доставлен
O17987,C3985,P038,1,2024-08-19,Доставлен
O17988,C2808,P006,1,2024-04-08,Доставлен
O17989,C6331,P066,1,2024-03-22,Отменён
O17990,C1268,P031,1,2024-05-15,Доставлен
O17991,C0758,P037,1,2024-07-06,Доставлен
O17992,C5130,P021,1,2024-09-09,Доставлен
O17993,C5529,P104,2,2024-08-31,Доставлен
O17994,C8110,P059,1,2024-04-08,Доставлен
O17995,C0778,P019,2,2024-01-26,Доставлен
O17996,C4399,P025,1,2024-09-05,Доставлен
O17997,C0291,P093,1,2024-02-17,Доставлен
O17998,C1458,P108,1,2024-04-09,Доставлен
O17999,C8235,P070,1,2024-10-18,Доставлен
O18000,C6071,P044,1,2024-08-07,Доставлен
O18001,C7955,P016,1,2024-01-27,Доставлен
O18002,C1161,P077,1,2024-05-25,Доставлен
O18003,C0883,P056,1,2024-07-14,Доставлен
O18004,C7093,P018,1,2024-01-17,Доставлен
O18005,C6912,P042,1,2024-06-27,Доставлен
O18006,C6575,P041,2,2024-05-08,Доставлен
O18007,C3227,P062,1,2024-03-25,Доставлен
O18008,C1060,P101,1,2024-07-05,Доставлен
O18009,C7371,P057,2,2024-09-27,Доставлен
O18010,C0975,P099,1,2024-10-17,Доставлен
O18011,C4442,P117,1,2024-07-27,Доставлен
O18012,C3362,P104,1,2024-08-31,Доставлен
O18013,C3391,P066,2,2024-02-29,Доставлен
O18014,C5308,P107,1,2024-04-09,Возврат
O18015,C3509,P056,1,2024-07-20,Доставлен
O18016,C3385,P064,3,2024-01-29,Доставлен
O18017,C0640,P081,1,2024-08-16,Доставлен
O18018,C3889,P116,1,2024-10-01,Доставлен
O18019,C1484,P056,2,2024-08-14,Доставлен
O18020,C7354,P092,1,2024-05-17,Доставлен
O18021,C7071,P003,1,2024-06-20,Доставлен
O18022,C3875,P095,1,2024-10-23,Доставлен
O18023,C3083,P036,1,2024-02-04,Доставлен
O18024,C6370,P011,1,2024-01-23,Доставлен
O18025,C7188,P079,1,2024-03-18,Доставлен
O18026,C2833,P018,2,2024-06-21,Доставлен
O18027,C7299,P114,1,2024-02-24,Доставлен
O18028,C4275,P093,1,2024-01-23,Доставлен
O18029,C0626,P056,1,2024-04-28,Доставлен
O18030,C4353,P002,1,2024-02-15,Доставлен
O18031,C6238,P113,3,2024-08-01,Доставлен
O18032,C2021,P032,2,2024-04-11,Доставлен
O18033,C3289,P038,1,2024-03-29,Доставлен
O18034,C4404,P086,1,2024-04-01,Доставлен
O18035,C6329,P033,1,2024-07-10,Доставлен
O18036,C1562,P052,1,2024-05-19,Доставлен
O18037,C1572,P102,1,2024-03-21,Доставлен
O18038,C6720,P071,1,2024-02-25,Доставлен
O18039,C7641,P039,1,2024-01-10,Доставлен
O18040,C4134,P074,1,2024-01-15,Доставлен
O18041,C1625,P018,1,2024-02-01,Доставлен
O18042,C2545,P090,1,2024-03-25,Возврат
O18043,C4351,P117,1,2024-08-12,Доставлен
O18044,C7799,P007,3,2024-09-06,Доставлен
O18045,C6432,P105,1,2024-01-10,Доставлен
O18046,C0310,P024,2,2024-10-18,Доставлен
O18047,C7304,P118,2,2024-08-03,Доставлен
O18048,C7290,P001,1,2024-10-12,Доставлен
O18049,C0471,P011,1,2024-07-22,Доставлен
O18050,C5086,P056,1,2024-06-19,Доставлен
O18051,C5683,P009,1,2024-07-09,Доставлен
O18052,C2220,P065,2,2024-01-16,Доставлен
O18053,C1790,P101,2,2024-05-20,Доставлен
O18054,C2493,P105,1,2024-05-29,Доставлен
O18055,C6301,P076,1,2024-06-25,Доставлен
O18056,C3449,P055,3,2024-02-07,Доставлен
O18057,C0359,P083,1,2024-07-11,Доставлен
O18058,C5516,P088,1,2024-01-20,Доставлен
O18059,C2197,P120,2,2024-03-11,Доставлен
O18060,C7318,P014,1,2024-02-24,Доставлен
O18061,C2959,P079,1,2024-06-26,Доставлен
O18062,C8247,P038,1,2024-04-10,Возврат
O18063,C2760,P049,1,2024-04-17,Доставлен
O18064,C3631,P089,1,2024-05-10,Доставлен
O18065,C7638,P066,1,2024-09-18,Доставлен
O18066,C5532,P115,2,2024-02-25,Возврат
O18067,C3870,P070,3,2024-03-24,Доставлен
O18068,C3576,P016,3,2024-06-08,Возврат
O18069,C3683,P011,1,2024-06-08,Доставлен
O18070,C7408,P081,2,2024-01-05,Доставлен
O18071,C3731,P011,2,2024-03-30,Доставлен
O18072,C0584,P041,2,2024-10-25,Доставлен
O18073,C5079,P032,2,2024-03-26,Доставлен
O18074,C4537,P045,2,2024-02-09,Возврат
O18075,C3425,P069,1,2024-09-24,Возврат
O18076,C4430,P026,1,2024-08-12,Доставлен
O18077,C1314,P034,3,2024-09-27,Доставлен
O18078,C4606,P023,1,2024-01-03,Доставлен
O18079,C2734,P007,2,2024-02-21,Доставлен
O18080,C7964,P008,2,2024-08-02,Доставлен
O18081,C3230,P019,2,2024-03-16,Доставлен
O18082,C0916,P011,1,2024-03-29,Доставлен
O18083,C0335,P012,2,2024-10-03,Доставлен
O18084,C7608,P031,3,2024-09-22,Доставлен
O18085,C7598,P114,1,2024-01-17,Доставлен
O18086,C2463,P010,1,2024-10-11,Доставлен
O18087,C0304,P056,1,2024-06-28,Доставлен
O18088,C5477,P055,1,2024-07-08,Доставлен
O18089,C0377,P007,2,2024-08-10,Доставлен
O18090,C8079,P011,1,2024-08-20,Доставлен
O18091,C7494,P057,1,2024-10-16,Возврат
O18092,C4245,P113,1,2024-02-17,Доставлен
O18093,C7009,P013,2,2024-10-03,Доставлен
O18094,C1818,P114,1,2024-03-29,Доставлен
O18095,C1893,P065,1,2024-04-02,Доставлен
O18096,C3957,P007,2,2024-05-31,Доставлен
O18097,C4498,P078,1,2024-10-24,Доставлен
O18098,C7671,P052,1,2024-07-27,Доставлен
O18099,C2043,P015,1,2024-08-25,Доставлен
O18100,C0811,P012,2,2024-10-20,Доставлен
O18101,C7786,P030,1,2024-08-11,Доставлен
O18102,C5883,P086,2,2024-08-30,Доставлен
O18103,C5505,P043,1,2024-10-17,Доставлен
O18104,C4348,P009,1,2024-10-06,Доставлен
O18105,C5138,P010,1,2024-09-11,Отменён
O18106,C3770,P084,1,2024-09-05,Доставлен
O18107,C0466,P051,2,2024-06-25,Доставлен
O18108,C3589,P016,1,2024-03-01,Доставлен
O18109,C1218,P085,2,2024-01-16,Доставлен
O18110,C1774,P023,1,2024-10-28,Доставлен
O18111,C4479,P067,2,2024-08-09,Доставлен
O18112,C1366,P013,1,2024-06-16,Доставлен
O18113,C0431,P059,1,2024-02-13,Доставлен
O18114,C1512,P022,1,2024-05-09,Доставлен
O18115,C3762,P066,1,2024-07-03,Доставлен
O18116,C6171,P029,1,2024-06-03,Доставлен
O18117,C5337,P093,1,2024-07-19,Доставлен
O18118,C1860,P080,1,2024-03-29,Доставлен
O18119,C0775,P002,1,2024-08-15,Доставлен
O18120,C3222,P060,2,2024-06-25,Доставлен
O18121,C0587,P067,1,2024-02-02,Доставлен
O18122,C0202,P094,2,2024-09-10,Доставлен
O18123,C3709,P028,2,2024-09-26,Доставлен
O18124,C1046,P038,1,2024-06-04,Доставлен
O18125,C5823,P047,1,2024-04-23,Доставлен
O18126,C0720,P120,1,2024-07-29,Доставлен
O18127,C7266,P040,2,2024-04-03,Доставлен
O18128,C7283,P120,1,2024-09-24,Доставлен
O18129,C1029,P023,3,2024-06-28,Доставлен
O18130,C1601,P087,1,2024-04-13,Доставлен
O18131,C8120,P073,1,2024-08-19,Доставлен
O18132,C1077,P086,2,2024-06-19,Доставлен
O18133,C6765,P105,2,2024-09-26,Доставлен
O18134,C4630,P119,1,2024-03-28,Доставлен
O18135,C2617,P047,1,2024-03-27,Доставлен
O18136,C3102,P108,2,2024-03-17,Доставлен
O18137,C2266,P025,1,2024-09-23,Доставлен
O18138,C1197,P018,1,2024-10-24,Доставлен
O18139,C7210,P014,3,2024-06-09,Отменён
O18140,C1754,P007,1,2024-05-06,Доставлен
O18141,C1903,P040,1,2024-10-28,Доставлен
O18142,C4959,P006,1,2024-09-04,Доставлен
O18143,C4264,P080,1,2024-02-19,Доставлен
O18144,C3320,P018,1,2024-07-08,Доставлен
O18145,C1833,P001,1,2024-08-06,Доставлен
O18146,C7397,P004,1,2024-03-31,Доставлен
O18147,C1048,P010,2,2024-10-22,Доставлен
O18148,C3658,P102,1,2024-08-22,Доставлен
O18149,C7422,P060,1,2024-08-29,Доставлен
O18150,C6378,P057,1,2024-01-02,Доставлен
O18151,C7567,P019,1,2024-09-05,Доставлен
O18152,C2878,P010,1,2024-03-10,Доставлен
O18153,C0458,P092,2,2024-07-26,Доставлен
O18154,C4145,P109,1,2024-03-31,Доставлен
O18155,C4064,P039,1,2024-08-14,Возврат
O18156,C3126,P087,3,2024-09-19,Доставлен
O18157,C7521,P025,1,2024-02-13,Доставлен
O18158,C5994,P037,2,2024-04-02,Доставлен
O18159,C6269,P061,1,2024-07-27,Доставлен
O18160,C4765,P040,3,2024-03-02,Доставлен
O18161,C1810,P112,2,2024-07-16,Доставлен
O18162,C6881,P065,1,2024-04-30,Отменён
O18163,C2381,P080,2,2024-05-29,Отменён
O18164,C0063,P110,1,2024-05-29,Доставлен
O18165,C7243,P039,1,2024-03-09,Доставлен
O18166,C0752,P098,2,2024-09-20,Доставлен
O18167,C7918,P014,2,2024-09-06,Возврат
O18168,C0364,P070,2,2024-10-12,Доставлен
O18169,C2617,P063,1,2024-02-24,Доставлен
O18170,C2657,P064,1,2024-01-08,Доставлен
O18171,C3350,P097,1,2024-05-02,Доставлен
O18172,C4978,P008,2,2024-07-22,Доставлен
O18173,C2668,P108,1,2024-07-17,Доставлен
O18174,C8297,P013,1,2024-10-24,Доставлен
O18175,C7478,P073,1,2024-02-10,Доставлен
O18176,C1345,P028,1,2024-04-27,Отменён
O18177,C6350,P012,2,2024-07-26,Доставлен
O18178,C1797,P075,1,2024-08-08,Доставлен
O18179,C7182,P068,1,2024-03-29,Доставлен
O18180,C8023,P013,2,2024-02-02,Доставлен
O18181,C2847,P053,1,2024-07-05,Доставлен
O18182,C0673,P007,1,2024-03-23,Отменён
O18183,C1819,P104,1,2024-02-07,Доставлен
O18184,C2304,P011,2,2024-03-04,Доставлен
O18185,C7278,P114,1,2024-01-10,Доставлен
O18186,C6605,P097,1,2024-04-22,Доставлен
O18187,C7026,P061,1,2024-05-09,Возврат
O18188,C2454,P071,2,2024-03-14,Доставлен
O18189,C6786,P095,1,2024-08-17,Доставлен
O18190,C4584,P002,1,2024-10-04,Доставлен
O18191,C1851,P017,1,2024-02-24,Доставлен
O18192,C6186,P066,2,2024-05-07,Доставлен
O18193,C1744,P035,1,2024-09-14,Доставлен
O18194,C1659,P117,2,2024-07-06,Доставлен
O18195,C2057,P098,2,2024-09-09,Доставлен
O18196,C1608,P094,1,2024-07-02,Доставлен
O18197,C3829,P028,2,2024-10-15,Доставлен
O18198,C1257,P076,1,2024-10-23,Доставлен
O18199,C8217,P054,2,2024-05-16,Доставлен
O18200,C5179,P009,1,2024-03-09,Доставлен
O18201,C6404,P009,3,2024-10-27,Доставлен
O18202,C2213,P068,2,2024-09-02,Доставлен
O18203,C6186,P085,2,2024-04-07,Доставлен
O18204,C3488,P063,1,2024-08-27,Доставлен
O18205,C2570,P054,2,2024-06-06,Отменён
O18206,C2654,P056,1,2024-08-18,Доставлен
O18207,C0455,P012,1,2024-03-09,Доставлен
O18208,C5576,P085,1,2024-05-17,Доставлен
O18209,C0613,P119,1,2024-07-26,Доставлен
O18210,C7951,P052,1,2024-09-03,Доставлен
O18211,C5040,P067,1,2024-06-10,Доставлен
O18212,C1929,P030,1,2024-01-12,Доставлен
O18213,C6445,P117,2,2024-03-19,Доставлен
O18214,C8127,P019,1,2024-06-19,Доставлен
O18215,C5812,P112,1,2024-10-30,Доставлен
O18216,C4268,P102,1,2024-07-24,Доставлен
O18217,C0960,P114,1,2024-06-22,Доставлен
O18218,C5972,P088,1,2024-04-14,Доставлен
O18219,C3563,P088,2,2024-08-08,Доставлен
O18220,C3716,P061,1,2024-06-20,Отменён
O18221,C4816,P027,1,2024-04-04,Доставлен
O18222,C0165,P021,1,2024-05-20,Доставлен
O18223,C2988,P037,2,2024-07-11,Доставлен
O18224,C3353,P058,2,2024-10-31,Доставлен
O18225,C4242,P092,1,2024-09-04,Доставлен
O18226,C0892,P103,1,2024-01-10,Доставлен
O18227,C1068,P006,2,2024-07-11,Доставлен
O18228,C0367,P053,1,2024-06-05,Доставлен
O18229,C6308,P064,1,2024-03-08,Доставлен
O18230,C0371,P082,1,2024-05-19,Доставлен
O18231,C5179,P097,2,2024-07-08,Отменён
O18232,C0278,P059,1,2024-07-31,Доставлен
O18233,C6164,P081,1,2024-10-20,Доставлен
O18234,C4984,P072,2,2024-10-18,Доставлен
O18235,C2723,P109,1,2024-02-01,Доставлен
O18236,C3204,P052,1,2024-06-14,Доставлен
O18237,C1223,P092,2,2024-08-06,Доставлен
O18238,C2902,P091,1,2024-08-06,Доставлен
O18239,C5422,P117,2,2024-09-09,Доставлен
O18240,C2570,P054,1,2024-06-03,Доставлен
O18241,C4556,P116,2,2024-02-19,Доставлен
O18242,C1066,P109,1,2024-01-22,Доставлен
O18243,C6378,P047,3,2024-10-12,Доставлен
O18244,C4896,P053,1,2024-02-29,Доставлен
O18245,C3643,P105,1,2024-10-02,Доставлен
O18246,C5938,P062,1,2024-02-16,Доставлен
O18247,C2846,P092,1,2024-08-07,Доставлен
O18248,C4107,P035,1,2024-08-30,Доставлен
O18249,C6342,P073,1,2024-02-02,Доставлен
O18250,C0850,P033,1,2024-01-27,Доставлен
O18251,C6682,P018,2,2024-09-23,Доставлен
O18252,C3793,P041,2,2024-06-16,Доставлен
O18253,C1655,P037,1,2024-01-17,Доставлен
O18254,C1374,P077,1,2024-04-03,Возврат
O18255,C1047,P020,1,2024-10-25,Доставлен
O18256,C3755,P043,1,2024-03-09,Доставлен
O18257,C4722,P016,1,2024-08-05,Доставлен
O18258,C2914,P085,1,2024-10-14,Доставлен
O18259,C6423,P053,2,2024-01-23,Доставлен
O18260,C0058,P091,1,2024-10-07,Доставлен
O18261,C4977,P009,1,2024-02-09,Доставлен
O18262,C2157,P004,1,2024-01-18,Доставлен
O18263,C6158,P113,1,2024-06-20,Доставлен
O18264,C4167,P093,1,2024-08-16,Доставлен
O18265,C1494,P083,1,2024-01-27,Доставлен
O18266,C5863,P018,2,2024-10-01,Доставлен
O18267,C4756,P094,1,2024-09-18,Доставлен
O18268,C0415,P091,1,2024-06-13,Доставлен
O18269,C0454,P043,2,2024-02-25,Возврат
O18270,C8224,P048,2,2024-07-15,Доставлен
O18271,C1537,P111,1,2024-03-15,Доставлен
O18272,C1759,P014,1,2024-04-16,Доставлен
O18273,C4295,P072,1,2024-04-27,Доставлен
O18274,C8261,P005,1,2024-06-11,Доставлен
O18275,C5627,P097,3,2024-10-15,Доставлен
O18276,C7328,P043,2,2024-04-04,Доставлен
O18277,C5680,P112,2,2024-09-07,Доставлен
O18278,C0931,P045,1,2024-09-25,Доставлен
O18279,C4650,P111,3,2024-03-15,Доставлен
O18280,C0533,P091,2,2024-10-04,Доставлен
O18281,C1527,P055,1,2024-10-31,Возврат
O18282,C2917,P079,1,2024-10-16,Доставлен
O18283,C7105,P012,1,2024-02-17,Доставлен
O18284,C1676,P002,2,2024-01-04,Доставлен
O18285,C4226,P081,1,2024-10-19,Доставлен
O18286,C2033,P103,1,2024-01-05,Доставлен
O18287,C6330,P005,1,2024-09-11,Доставлен
O18288,C5373,P058,2,2024-07-04,Доставлен
O18289,C5416,P050,1,2024-04-06,Доставлен
O18290,C4653,P064,1,2024-07-28,Доставлен
O18291,C1032,P095,1,2024-06-21,Доставлен
O18292,C6129,P080,2,2024-01-04,Доставлен
O18293,C1968,P078,2,2024-01-15,Доставлен
O18294,C1002,P046,1,2024-04-20,Доставлен
O18295,C6386,P108,2,2024-07-26,Доставлен
O18296,C2196,P094,1,2024-02-19,Доставлен
O18297,C1590,P047,2,2024-01-13,Доставлен
O18298,C0549,P031,1,2024-03-24,Доставлен
O18299,C7931,P119,1,2024-08-03,Доставлен
O18300,C7304,P094,1,2024-05-30,Доставлен
O18301,C0876,P080,1,2024-02-03,Доставлен
O18302,C2557,P115,1,2024-08-10,Доставлен
O18303,C2884,P037,2,2024-09-26,Доставлен
O18304,C1892,P044,2,2024-08-17,Доставлен
O18305,C3321,P034,1,2024-05-24,Доставлен
O18306,C1520,P057,2,2024-02-09,Доставлен
O18307,C0866,P030,1,2024-06-24,Доставлен
O18308,C0669,P043,2,2024-04-26,Доставлен
O18309,C5048,P108,1,2024-05-23,Доставлен
O18310,C7992,P037,1,2024-01-31,Доставлен
O18311,C6591,P116,1,2024-06-21,Доставлен
O18312,C3016,P065,1,2024-04-14,Доставлен
O18313,C3809,P033,3,2024-02-10,Отменён
O18314,C5962,P018,1,2024-05-17,Доставлен
O18315,C6543,P046,2,2024-08-08,Возврат
O18316,C4864,P028,2,2024-01-14,Доставлен
O18317,C1000,P097,2,2024-10-18,Доставлен
O18318,C1637,P036,1,2024-07-16,Доставлен
O18319,C2891,P059,1,2024-07-27,Доставлен
O18320,C4039,P118,1,2024-01-19,Доставлен
O18321,C2424,P115,1,2024-05-22,Доставлен
O18322,C1190,P012,1,2024-03-01,Доставлен
O18323,C3146,P055,2,2024-05-03,Доставлен
O18324,C7922,P102,1,2024-03-21,Доставлен
O18325,C1708,P044,1,2024-10-24,Возврат
O18326,C2605,P105,1,2024-05-01,Доставлен
O18327,C8115,P006,1,2024-07-08,Доставлен
O18328,C3812,P012,1,2024-05-03,Доставлен
O18329,C7019,P099,1,2024-08-07,Доставлен
O18330,C4833,P013,1,2024-01-05,Доставлен
O18331,C7740,P112,1,2024-08-18,Доставлен
O18332,C4084,P060,2,2024-09-07,Доставлен
O18333,C6479,P033,3,2024-03-10,Доставлен
O18334,C3415,P066,2,2024-02-04,Доставлен
O18335,C3250,P015,1,2024-02-11,Доставлен
O18336,C2169,P095,1,2024-02-10,Доставлен
O18337,C4520,P008,1,2024-09-01,Доставлен
O18338,C1682,P044,1,2024-05-08,Доставлен
O18339,C5964,P048,1,2024-03-10,Доставлен
O18340,C3003,P081,1,2024-06-03,Доставлен
O18341,C1730,P038,1,2024-07-16,Доставлен
O18342,C7978,P066,2,2024-03-08,Доставлен
O18343,C4681,P042,1,2024-02-29,Доставлен
O18344,C2045,P116,1,2024-08-10,Доставлен
O18345,C4416,P090,1,2024-01-15,Доставлен
O18346,C3689,P095,1,2024-08-17,Доставлен
O18347,C7702,P019,1,2024-07-07,Доставлен
O18348,C4330,P083,2,2024-08-26,Возврат
O18349,C4638,P034,2,2024-02-01,Доставлен
O18350,C4155,P088,3,2024-02-16,Отменён
O18351,C2651,P017,1,2024-08-01,Доставлен
O18352,C3044,P029,1,2024-03-25,Доставлен
O18353,C5050,P100,1,2024-07-02,Доставлен
O18354,C3634,P065,1,2024-04-16,Доставлен
O18355,C6954,P084,1,2024-10-26,Доставлен
O18356,C3074,P020,2,2024-04-12,Доставлен
O18357,C7789,P083,1,2024-04-02,Доставлен
O18358,C6738,P098,1,2024-07-13,Доставлен
O18359,C4187,P031,2,2024-03-03,Доставлен
O18360,C4695,P093,1,2024-03-09,Доставлен
O18361,C5290,P044,1,2024-07-04,Доставлен
O18362,C5732,P070,1,2024-10-19,Доставлен
O18363,C1023,P029,2,2024-08-29,Доставлен
O18364,C4130,P036,2,2024-10-22,Доставлен
O18365,C5479,P028,2,2024-02-23,Доставлен
O18366,C1152,P029,2,2024-09-29,Доставлен
O18367,C2374,P095,2,2024-02-11,Доставлен
O18368,C1716,P110,2,2024-08-06,Доставлен
O18369,C7413,P054,1,2024-02-16,Доставлен
O18370,C7465,P027,2,2024-02-21,Доставлен
O18371,C2425,P102,1,2024-09-21,Доставлен
O18372,C4072,P028,3,2024-03-14,Доставлен
O18373,C2315,P084,1,2024-01-01,Отменён
O18374,C7284,P037,2,2024-10-06,Доставлен
O18375,C7851,P010,2,2024-07-01,Доставлен
O18376,C4780,P005,1,2024-05-05,Доставлен
O18377,C0870,P008,1,2024-07-13,Доставлен
O18378,C5420,P067,3,2024-02-09,Доставлен
O18379,C3422,P080,1,2024-07-12,Доставлен
O18380,C3959,P099,1,2024-04-17,Доставлен
O18381,C7036,P074,1,2024-10-17,Доставлен
O18382,C7061,P119,1,2024-10-15,Доставлен
O18383,C2352,P002,1,2024-09-24,Доставлен
O18384,C5935,P007,1,2024-04-18,Доставлен
O18385,C7591,P077,1,2024-04-04,Доставлен
O18386,C0933,P112,1,2024-09-01,Доставлен
O18387,C2108,P047,1,2024-03-07,Доставлен
O18388,C6633,P054,1,2024-03-09,Доставлен
O18389,C0550,P063,1,2024-03-10,Доставлен
O18390,C0205,P110,1,2024-01-24,Доставлен
O18391,C2636,P017,1,2024-03-06,Доставлен
O18392,C5257,P076,1,2024-02-02,Доставлен
O18393,C5479,P065,1,2024-09-04,Доставлен
O18394,C0871,P045,1,2024-07-21,Доставлен
O18395,C6624,P057,1,2024-01-07,Доставлен
O18396,C7878,P114,1,2024-04-07,Доставлен
O18397,C6634,P120,1,2024-03-13,Доставлен
O18398,C0642,P026,1,2024-03-03,Доставлен
